0x006708d8	..\Data\MsgDat\
0x00777bd4	/../data/model/Ship/GE/EH017.mdx
0x00777bf8	/../data/model/Ship/GE/EH016.mdx
0x00777c1c	/../data/model/Ship/GE/EH015.mdx
0x00777c40	/../data/model/Ship/GE/EH014.mdx
0x00777c64	/../data/model/Ship/GE/EH013.mdx
0x00777c88	/../data/model/Ship/GE/EH012.mdx
0x00777cac	/../data/model/Ship/GE/EH011.mdx
0x00777cd0	/../data/model/Ship/GE/EH010.mdx
0x00777cf4	/../data/model/Ship/GE/EH009.mdx
0x00777d18	/../data/model/Ship/GE/EH008.mdx
0x00777d3c	/../data/model/Ship/GE/EH007.mdx
0x00777d60	/../data/model/Ship/GE/EH006.mdx
0x00777d84	/../data/model/Ship/GE/EH005.mdx
0x00777da8	/../data/model/Ship/GE/EH004.mdx
0x00777dcc	/../data/model/Ship/GE/EH003.mdx
0x00777df0	/../data/model/Ship/GE/EH002.mdx
0x00777e14	/../data/model/Ship/GE/EH001.mdx
0x00777e38	/../data/model/Ship/Pi/PM009.mdx
0x00777e5c	/../data/model/Ship/Pi/PM008.mdx
0x00777e80	/../data/model/Ship/Pi/PM007.mdx
0x00777ea4	/../data/model/Ship/Pi/PM006.mdx
0x00777ec8	/../data/model/Ship/Pi/PM005.mdx
0x00777eec	/../data/model/Ship/Pi/PM004.mdx
0x00777f10	/../data/model/Ship/Pi/PM003.mdx
0x00777f34	/../data/model/Ship/Pi/PM002.mdx
0x00777f58	/../data/model/Ship/Pi/PM001.mdx
0x00777f7c	/../data/model/Ship/PZ/ZM009.mdx
0x00777fa0	/../data/model/Ship/PZ/ZM008.mdx
0x00777fc4	/../data/model/Ship/PZ/ZM007.mdx
0x00777fe8	/../data/model/Ship/PZ/ZM006.mdx
0x0077800c	/../data/model/Ship/PZ/ZM005.mdx
0x00778030	/../data/model/Ship/PZ/ZM004.mdx
0x00778054	/../data/model/Ship/PZ/ZM003.mdx
0x00778078	/../data/model/Ship/PZ/ZM002.mdx
0x0077809c	/../data/model/Ship/PZ/ZM001.mdx
0x007780c0	/../data/model/Ship/FP/FM049.mdx
0x007780e4	/../data/model/Ship/FP/FM048.mdx
0x00778108	/../data/model/Ship/FP/FM047.mdx
0x0077812c	/../data/model/Ship/FP/FM046.mdx
0x00778150	/../data/model/Ship/FP/FM045.mdx
0x00778174	/../data/model/Ship/FP/FM044.mdx
0x00778198	/../data/model/Ship/FP/FM043.mdx
0x007781bc	/../data/model/Ship/FP/FM042.mdx
0x007781e0	/../data/model/Ship/FP/FM041.mdx
0x00778204	/../data/model/Ship/FP/FM040.mdx
0x00778228	/../data/model/Ship/FP/FM039.mdx
0x0077824c	/../data/model/Ship/FP/FM038.mdx
0x00778270	/../data/model/Ship/FP/FM037.mdx
0x00778294	/../data/model/Ship/FP/FM036.mdx
0x007782b8	/../data/model/Ship/FP/FM035.mdx
0x007782dc	/../data/model/Ship/FP/FM034.mdx
0x00778300	/../data/model/Ship/FP/FM033.mdx
0x00778324	/../data/model/Ship/FP/FM032.mdx
0x00778348	/../data/model/Ship/FP/FM031.mdx
0x0077836c	/../data/model/Ship/FP/FM030.mdx
0x00778390	/../data/model/Ship/FP/FM029.mdx
0x007783b4	/../data/model/Ship/FP/FM028.mdx
0x007783d8	/../data/model/Ship/FP/FM027.mdx
0x007783fc	/../data/model/Ship/FP/FM026.mdx
0x00778420	/../data/model/Ship/FP/FM025.mdx
0x00778444	/../data/model/Ship/FP/FM024.mdx
0x00778468	/../data/model/Ship/FP/FM023.mdx
0x0077848c	/../data/model/Ship/FP/FM022.mdx
0x007784b0	/../data/model/Ship/FP/FM021.mdx
0x007784d4	/../data/model/Ship/FP/FM020.mdx
0x007784f8	/../data/model/Ship/FP/FM019.mdx
0x0077851c	/../data/model/Ship/FP/FM018.mdx
0x00778540	/../data/model/Ship/FP/FM017.mdx
0x00778564	/../data/model/Ship/FP/FM016.mdx
0x00778588	/../data/model/Ship/FP/FM015.mdx
0x007785ac	/../data/model/Ship/FP/FM014.mdx
0x007785d0	/../data/model/Ship/FP/FM013.mdx
0x007785f4	/../data/model/Ship/FP/FM012.mdx
0x00778618	/../data/model/Ship/FP/FM011.mdx
0x0077863c	/../data/model/Ship/FP/FM010.mdx
0x00778660	/../data/model/Ship/FP/FM009.mdx
0x00778684	/../data/model/Ship/FP/FM008.mdx
0x007786a8	/../data/model/Ship/FP/FM007.mdx
0x007786cc	/../data/model/Ship/FP/FM006.mdx
0x007786f0	/../data/model/Ship/FP/FM005.mdx
0x00778714	/../data/model/Ship/FP/FM004.mdx
0x00778738	/../data/model/Ship/FP/FM003.mdx
0x0077875c	/../data/model/Ship/FP/FM002.mdx
0x00778780	/../data/model/Ship/FP/FM001.mdx
0x007787a4	/../data/model/Ship/GE/EM049.mdx
0x007787c8	/../data/model/Ship/GE/EM048.mdx
0x007787ec	/../data/model/Ship/GE/EM047.mdx
0x00778810	/../data/model/Ship/GE/EM046.mdx
0x00778834	/../data/model/Ship/GE/EM045.mdx
0x00778858	/../data/model/Ship/GE/EM044.mdx
0x0077887c	/../data/model/Ship/GE/EM043.mdx
0x007788a0	/../data/model/Ship/GE/EM042.mdx
0x007788c4	/../data/model/Ship/GE/EM041.mdx
0x007788e8	/../data/model/Ship/GE/EM040.mdx
0x0077890c	/../data/model/Ship/GE/EM039.mdx
0x00778930	/../data/model/Ship/GE/EM038.mdx
0x00778954	/../data/model/Ship/GE/EM037.mdx
0x00778978	/../data/model/Ship/GE/EM036.mdx
0x0077899c	/../data/model/Ship/GE/EM035.mdx
0x007789c0	/../data/model/Ship/GE/EM034.mdx
0x007789e4	/../data/model/Ship/GE/EM033.mdx
0x00778a08	/../data/model/Ship/GE/EM032.mdx
0x00778a2c	/../data/model/Ship/GE/EM031.mdx
0x00778a50	/../data/model/Ship/GE/EM030.mdx
0x00778a74	/../data/model/Ship/GE/EM029.mdx
0x00778a98	/../data/model/Ship/GE/EM028.mdx
0x00778abc	/../data/model/Ship/GE/EM027.mdx
0x00778ae0	/../data/model/Ship/GE/EM026.mdx
0x00778b04	/../data/model/Ship/GE/EM025.mdx
0x00778b28	/../data/model/Ship/GE/EM024.mdx
0x00778b4c	/../data/model/Ship/GE/EM023.mdx
0x00778b70	/../data/model/Ship/GE/EM022.mdx
0x00778b94	/../data/model/Ship/GE/EM021.mdx
0x00778bb8	/../data/model/Ship/GE/EM020.mdx
0x00778bdc	/../data/model/Ship/GE/EM019.mdx
0x00778c00	/../data/model/Ship/GE/EM018.mdx
0x00778c24	/../data/model/Ship/GE/EM017.mdx
0x00778c48	/../data/model/Ship/GE/EM016.mdx
0x00778c6c	/../data/model/Ship/GE/EM015.mdx
0x00778c90	/../data/model/Ship/GE/EM014.mdx
0x00778cb4	/../data/model/Ship/GE/EM013.mdx
0x00778cd8	/../data/model/Ship/GE/EM012.mdx
0x00778cfc	/../data/model/Ship/GE/EM011.mdx
0x00778d20	/../data/model/Ship/GE/EM010.mdx
0x00778d44	/../data/model/Ship/GE/EM009.mdx
0x00778d68	/../data/model/Ship/GE/EM008.mdx
0x00778d8c	/../data/model/Ship/GE/EM007.mdx
0x00778db0	/../data/model/Ship/GE/EM006.mdx
0x00778dd4	/../data/model/Ship/GE/EM005.mdx
0x00778df8	/../data/model/Ship/GE/EM004.mdx
0x00778e1c	/../data/model/Ship/GE/EM003.mdx
0x00778e40	/../data/model/Ship/GE/EM002.mdx
0x00778e64	/../data/model/Ship/GE/EM001.mdx
0x00778e88	/../data/model/Space/space.mdx
0x00778ea8	3D No Model Data %s\n
0x00778ec0	DANGER!! 3D Unknown Model Data %s\n
0x00778ee4	/../data/model/Ship/unknown.mdx
0x00778f04	/../data/image/window/various_window_2.tga
0x00778f30	/../data/image/window/loadingbg00.jpg
0x00778f58	g_pStatusManager->Draw()
0x00778f8c	g_pParticleManager->Draw()
0x00778fc4	g_pExplosionManager->Draw()
0x00778ffc	g_pWeaponManager->Draw()
0x00779030	g_pUnitDrawManager->Draw()
0x00779070	/../data/image/shokumu_card/shokumu_meirei_teikoku.tga
0x007790a8	/../data/image/shokumu_card/shokumu_meirei_doumei.tga
0x007790e0	/../data/image/shokumu_card/shokumu_shokumu_teikoku.tga
0x00779118	/../data/image/shokumu_card/shokumu_shokumu_doumei.tga
0x00779150	/../data/image/shokumu_card/shokumu_parts_1.tga
0x00779190	[%s] %s
0x00779198	%s : %s
0x007791c0	T-Pos = (%.1f, %.1f, %.1f)
0x007791dc	R-Rot = (%.1f, %.1f, %.1f)
0x007791f8	R-Pos = (%.1f, %.1f, %.1f)
0x00779214	ProjDeg = %.1f
0x00779224	[AutoCameraMode]
0x00779241	FH Key(Show/Hide This HELP Message)
0x00779271	FA Key(Auto Camera "Temp Test" Mode)
0x007792a1	FR Key(Normal/Reverse Rotate Mode)
0x007792cd	FMouse Middle-Click(Flagship View)
0x007792f0	          or SHIFT + Mouse Right-Click
0x00779321	FScreen Edge Area + Mouse Right-Click
0x00779351	FSHIFT + Mouse Wheel
0x00779371	FMouse Wheel
0x00779389	FMouse Right-Drag
0x0077939c	Camera Operation (Test)
0x007793b4	FLOW_FLAGNUM
0x007793c4	First
0x007794b0	ReceiveResult
0x007794c4	/../data/image/shokumu_card/shokumu_parts_2.tga
0x007794f4	/../data/image/window/window_parts.tga
0x00779594	CATEGORY_CREW
0x007795a4	CATEGORY_LIGHT_TROOP
0x007795bc	CATEGORY_GRENADE_TROOP
0x007795d4	CATEGORY_ARMOR_TROOP
0x007795ec	CATEGORY_WORKSHIP
0x00779600	CATEGORY_MOTHERSHIP
0x00779614	CATEGORY_DESTROYER
0x00779628	CATEGORY_BATTLESHIP
0x0077963c	TYPE_CREW
0x00779648	TYPE_GRENADE_TROOP
0x0077965c	TYPE_ARMOR_TROOP
0x00779670	TYPE_LIGHT_TROOP
0x00779684	TYPE_PIRATE_SHIP
0x00779698	TYPE_MERCHANT_SHIP
0x007796ac	TYPE_MOVEFORTRESS
0x007796c0	TYPE_ATTACK_CRUISE_SHIP
0x007796d8	TYPE_BEARCH_SHIP
0x007796ec	TYPE_TROOP_TRANSPORT_SHIP
0x00779708	TYPE_TRANSPORT_SHIP
0x0077971c	TYPE_MANEUVER_SHIP
0x00779730	TYPE_LIGHTNING_MOTHER_SHIP
0x0077974c	TYPE_BATTLE_MOTHER_SHIP
0x00779764	TYPE_DESTROYER_SHIP
0x00779778	TYPE_CRUISE_SHIP
0x0077978c	TYPE_HIGHSPEED_BATTLE_SHIP
0x007797a8	TYPE_BATTLE_SHIP
0x007797bc	TYPE_CIVILIAN_SHIP
0x007797d0	TYPE_SHIELD_SHIP
0x007797e4	TYPE_SPECIAL_FLAGSHIP
0x0077984c	GetID[%d]=%d
0x00779880	NotifyInformationCharacter Receive / g_StrategyCommandTray.Update()\n
0x007798c8	NortifySearch Receive / g_StrategyClient.Update\n
0x007798fc	StrategySequence Init/Update\n
0x0077991c	STRATEGY SEQUENCE [Ready]
0x00779938	STRATEGY SEQUENCE Waiting.............
0x00779960	STRATEGY SEQUENCE NUM=
0x00779a50	 byte=%d comp=%d\r\n
0x00779a7c	 byte=%d comp=%d\r\n
0x00779a90	byte=%d comp=%d [%d,%d]\r\n
0x00779ac4	%s+%s\n
0x00779aec	cursor XY=%d,%d
0x00779b38	iViewFocusIn
0x00779b5c	 iWEvent
0x00779ce8	iPartsID
0x0077a184	m_ListBox[iIDOFS].iListBuf_Size over!!!
0x0077a1c1	[ ListBox iIDOFS=
0x0077a1d4	KWSWND_LISTBOX_CHILDPARTS_MAXSIZE over!!!
0x0077a260	kita\n
0x0077a7d0	window%d.dat
0x0077a844	gInput.IsViewFocusIn()
0x00782854	/../data/image/face/OFM0003A.tga
0x00782878	/../data/image/rikusen/window.tga
0x0078289c	/../data/image/trush/status_window.tga
0x007828c4	/../data/image/icon_normal/com_window.tga
0x007828f0	/../data/image/icon_mover/taisei_teihaku.tga
0x00782920	/../data/image/icon_nfocus/taisei_teihaku.tga
0x00782950	/../data/image/icon_down/taisei_teihaku.tga
0x0078297c	/../data/image/icon_normal/taisei_teihaku.tga
0x007829ac	/../data/image/icon_mover/taisei_sentou.tga
0x007829d8	/../data/image/icon_nfocus/taisei_sentou.tga
0x00782a08	/../data/image/icon_down/taisei_sentou.tga
0x00782a34	/../data/image/icon_normal/taisei_sentou.tga
0x00782a64	/../data/image/icon_mover/taisei_koukou.tga
0x00782a90	/../data/image/icon_nfocus/taisei_koukou.tga
0x00782ac0	/../data/image/icon_down/taisei_koukou.tga
0x00782aec	/../data/image/icon_normal/taisei_koukou.tga
0x00782b1c	/../data/image/icon_mover/taisei_chuuryuu.tga
0x00782b4c	/../data/image/icon_nfocus/taisei_chuuryuu.tga
0x00782b7c	/../data/image/icon_down/taisei_chuuryuu.tga
0x00782bac	/../data/image/icon_normal/taisei_chuuryuu.tga
0x00782bdc	/../data/image/icon_mover/tairetsu_sanretsu.tga
0x00782c0c	/../data/image/icon_nfocus/tairetsu_sanretsu.tga
0x00782c40	/../data/image/icon_down/tairetsu_sanretsu.tga
0x00782c70	/../data/image/icon_normal/tairetsu_sanretsu.tga
0x00782ca4	/../data/image/icon_mover/tairetsu_sankai.tga
0x00782cd4	/../data/image/icon_nfocus/tairetsu_sankai.tga
0x00782d04	/../data/image/icon_down/tairetsu_sankai.tga
0x00782d34	/../data/image/icon_normal/tairetsu_sankai.tga
0x00782d64	/../data/image/icon_mover/tairetsu_konsei2.tga
0x00782d94	/../data/image/icon_nfocus/tairetsu_konsei2.tga
0x00782dc4	/../data/image/icon_down/tairetsu_konsei2.tga
0x00782df4	/../data/image/icon_normal/tairetsu_konsei2.tga
0x00782e24	/../data/image/icon_mover/tairetsu_konsei1.tga
0x00782e54	/../data/image/icon_nfocus/tairetsu_konsei1.tga
0x00782e84	/../data/image/icon_down/tairetsu_konsei1.tga
0x00782eb4	/../data/image/icon_normal/tairetsu_konsei1.tga
0x00782ee4	/../data/image/icon_mover/tairetsu_kanshu2.tga
0x00782f14	/../data/image/icon_nfocus/tairetsu_kanshu2.tga
0x00782f44	/../data/image/icon_down/tairetsu_kanshu2.tga
0x00782f74	/../data/image/icon_normal/tairetsu_kanshu2.tga
0x00782fa4	/../data/image/icon_mover/tairetsu_kanshu1.tga
0x00782fd4	/../data/image/icon_nfocus/tairetsu_kanshu1.tga
0x00783004	/../data/image/icon_down/tairetsu_kanshu1.tga
0x00783034	/../data/image/icon_normal/tairetsu_kanshu1.tga
0x00783064	/../data/image/icon_mover/tairetsu_bousui.tga
0x00783094	/../data/image/icon_nfocus/tairetsu_bousui.tga
0x007830c4	/../data/image/icon_down/tairetsu_bousui.tga
0x007830f4	/../data/image/icon_normal/tairetsu_bousui.tga
0x00783124	/../data/image/icon_mover/tairetsu_bougyo.tga
0x00783154	/../data/image/icon_nfocus/tairetsu_bougyo.tga
0x00783184	/../data/image/icon_down/tairetsu_bougyo.tga
0x007831b4	/../data/image/icon_normal/tairetsu_bougyo.tga
0x007831e4	/../data/image/icon_mover/hanten_right.tga
0x00783210	/../data/image/icon_nfocus/hanten_right.tga
0x0078323c	/../data/image/icon_down/hanten_right.tga
0x00783268	/../data/image/icon_normal/hanten_right.tga
0x00783294	/../data/image/icon_mover/hanten_left.tga
0x007832c0	/../data/image/icon_nfocus/hanten_left.tga
0x007832ec	/../data/image/icon_down/hanten_left.tga
0x00783318	/../data/image/icon_normal/hanten_left.tga
0x00783344	/../data/image/icon_mover/gushin_tettai.tga
0x00783370	/../data/image/icon_nfocus/gushin_tettai.tga
0x007833a0	/../data/image/icon_down/gushin_tettai.tga
0x007833cc	/../data/image/icon_normal/gushin_tettai.tga
0x007833fc	/../data/image/icon_mover/gushin_teisatsu.tga
0x0078342c	/../data/image/icon_nfocus/gushin_teisatsu.tga
0x0078345c	/../data/image/icon_down/gushin_teisatsu.tga
0x0078348c	/../data/image/icon_normal/gushin_teisatsu.tga
0x007834bc	/../data/image/icon_mover/gushin_geigeki.tga
0x007834ec	/../data/image/icon_nfocus/gushin_geigeki.tga
0x0078351c	/../data/image/icon_down/gushin_geigeki.tga
0x00783548	/../data/image/icon_normal/gushin_geigeki.tga
0x00783578	/../data/image/icon_mover/gushin_senryou.tga
0x007835a8	/../data/image/icon_nfocus/gushin_senryou.tga
0x007835d8	/../data/image/icon_down/gushin_senryou.tga
0x00783604	/../data/image/icon_normal/gushin_senryou.tga
0x00783634	/../data/image/icon_mover/gushin_bouei.tga
0x00783660	/../data/image/icon_nfocus/gushin_bouei.tga
0x0078368c	/../data/image/icon_down/gushin_bouei.tga
0x007836b8	/../data/image/icon_normal/gushin_bouei.tga
0x007836e4	/../data/image/icon_mover/gushin_yuugeki.tga
0x00783714	/../data/image/icon_nfocus/gushin_yuugeki.tga
0x00783744	/../data/image/icon_down/gushin_yuugeki.tga
0x00783770	/../data/image/icon_normal/gushin_yuugeki.tga
0x007837a0	/../data/image/icon_mover/shageki_taikuu.tga
0x007837d0	/../data/image/icon_nfocus/shageki_taikuu.tga
0x00783800	/../data/image/icon_down/shageki_taikuu.tga
0x0078382c	/../data/image/icon_normal/shageki_taikuu.tga
0x0078385c	/../data/image/icon_mover/shageki_missile.tga
0x0078388c	/../data/image/icon_nfocus/shageki_missile.tga
0x007838bc	/../data/image/icon_down/shageki_missile.tga
0x007838ec	/../data/image/icon_normal/shageki_missile.tga
0x0078391c	/../data/image/icon_mover/shageki_gun.tga
0x00783948	/../data/image/icon_nfocus/shageki_gun.tga
0x00783974	/../data/image/icon_down/shageki_gun.tga
0x007839a0	/../data/image/icon_normal/shageki_gun.tga
0x007839cc	/../data/image/icon_mover/shageki_beam.tga
0x007839f8	/../data/image/icon_nfocus/shageki_beam.tga
0x00783a24	/../data/image/icon_down/shageki_beam.tga
0x00783a50	/../data/image/icon_normal/shageki_beam.tga
0x00783a7c	/../data/image/icon_mover/kougeki_teishi.tga
0x00783aac	/../data/image/icon_nfocus/kougeki_teishi.tga
0x00783adc	/../data/image/icon_down/kougeki_teishi.tga
0x00783b08	/../data/image/icon_normal/kougeki_teishi.tga
0x00783b38	/../data/image/icon_mover/kougeki_renzoku.tga
0x00783b68	/../data/image/icon_nfocus/kougeki_renzoku.tga
0x00783b98	/../data/image/icon_down/kougeki_renzoku.tga
0x00783bc8	/../data/image/icon_normal/kougeki_renzoku.tga
0x00783bf8	/../data/image/icon_mover/kougeki_issei.tga
0x00783c24	/../data/image/icon_nfocus/kougeki_issei.tga
0x00783c54	/../data/image/icon_down/kougeki_issei.tga
0x00783c80	/../data/image/icon_normal/kougeki_issei.tga
0x00783cb0	/../data/image/icon_mover/kinkyuu_hokyuu.tga
0x00783ce0	/../data/image/icon_nfocus/kinkyuu_hokyuu.tga
0x00783d10	/../data/image/icon_down/kinkyuu_hokyuu.tga
0x00783d3c	/../data/image/icon_normal/kinkyuu_hokyuu.tga
0x00783d6c	/../data/image/icon_mover/hokyuu.tga
0x00783d94	/../data/image/icon_nfocus/hokyuu.tga
0x00783dbc	/../data/image/icon_down/hokyuu.tga
0x00783de0	/../data/image/icon_normal/hokyuu.tga
0x00783e08	/../data/image/icon_mover/shuuri.tga
0x00783e30	/../data/image/icon_nfocus/shuuri.tga
0x00783e58	/../data/image/icon_down/shuuri.tga
0x00783e7c	/../data/image/icon_normal/shuuri.tga
0x00783ea4	/../data/image/icon_mover/ninmu.tga
0x00783ec8	/../data/image/icon_nfocus/ninmu.tga
0x00783ef0	/../data/image/icon_down/ninmu.tga
0x00783f14	/../data/image/icon_normal/ninmu.tga
0x00783f3c	/../data/image/icon_mover/tettai.tga
0x00783f64	/../data/image/icon_nfocus/tettai.tga
0x00783f8c	/../data/image/icon_down/tettai.tga
0x00783fb0	/../data/image/icon_normal/tettai.tga
0x00783fd8	/../data/image/icon_mover/shozoku.tga
0x00784000	/../data/image/icon_nfocus/shozoku.tga
0x00784028	/../data/image/icon_down/shozoku.tga
0x00784050	/../data/image/icon_normal/shozoku.tga
0x00784078	/../data/image/icon_mover/shutsugeki.tga
0x007840a4	/../data/image/icon_nfocus/shutsugeki.tga
0x007840d0	/../data/image/icon_down/shutsugeki.tga
0x007840f8	/../data/image/icon_normal/shutsugeki.tga
0x00784124	/../data/image/icon_mover/taisei.tga
0x0078414c	/../data/image/icon_nfocus/taisei.tga
0x00784174	/../data/image/icon_down/taisei.tga
0x00784198	/../data/image/icon_normal/taisei.tga
0x007841c0	/../data/image/icon_mover/yousaihou.tga
0x007841e8	/../data/image/icon_nfocus/yousaihou.tga
0x00784214	/../data/image/icon_down/yousaihou.tga
0x0078423c	/../data/image/icon_normal/yousaihou.tga
0x00784268	/../data/image/icon_mover/riku_tesshuu.tga
0x00784294	/../data/image/icon_nfocus/riku_tesshuu.tga
0x007842c0	/../data/image/icon_down/riku_tesshuu.tga
0x007842ec	/../data/image/icon_normal/riku_tesshuu.tga
0x00784318	/../data/image/icon_mover/riku.tga
0x0078433c	/../data/image/icon_nfocus/riku.tga
0x00784360	/../data/image/icon_down/riku.tga
0x00784384	/../data/image/icon_normal/riku.tga
0x007843a8	/../data/image/icon_mover/tairetsu.tga
0x007843d0	/../data/image/icon_nfocus/tairetsu.tga
0x007843f8	/../data/image/icon_down/tairetsu.tga
0x00784420	/../data/image/icon_normal/tairetsu.tga
0x00784448	/../data/image/icon_mover/kuusen.tga
0x00784470	/../data/image/icon_nfocus/kuusen.tga
0x00784498	/../data/image/icon_down/kuusen.tga
0x007844bc	/../data/image/icon_normal/kuusen.tga
0x007844e4	/../data/image/icon_mover/hanten.tga
0x0078450c	/../data/image/icon_nfocus/hanten.tga
0x00784534	/../data/image/icon_down/hanten.tga
0x00784558	/../data/image/icon_normal/hanten.tga
0x00784580	/../data/image/icon_mover/teishi.tga
0x007845a8	/../data/image/icon_nfocus/teishi.tga
0x007845d0	/../data/image/icon_down/teishi.tga
0x007845f4	/../data/image/icon_normal/teishi.tga
0x0078461c	/../data/image/icon_mover/heikou_idou.tga
0x00784648	/../data/image/icon_nfocus/heikou_idou.tga
0x00784674	/../data/image/icon_down/heikou_idou.tga
0x007846a0	/../data/image/icon_normal/heikou_idou.tga
0x007846cc	/../data/image/icon_mover/gushin.tga
0x007846f4	/../data/image/icon_nfocus/gushin.tga
0x0078471c	/../data/image/icon_down/gushin.tga
0x00784740	/../data/image/icon_normal/gushin.tga
0x00784768	/../data/image/icon_mover/kobu.tga
0x0078478c	/../data/image/icon_nfocus/kobu.tga
0x007847b0	/../data/image/icon_down/kobu.tga
0x007847d4	/../data/image/icon_normal/kobu.tga
0x007847f8	/../data/image/icon_mover/rader.tga
0x0078481c	/../data/image/icon_nfocus/rader.tga
0x00784844	/../data/image/icon_down/rader.tga
0x00784868	/../data/image/icon_normal/rader.tga
0x00784890	/../data/image/icon_mover/hakuheisen.tga
0x007848bc	/../data/image/icon_nfocus/hakuheisen.tga
0x007848e8	/../data/image/icon_down/hakuheisen.tga
0x00784910	/../data/image/icon_normal/hakuheisen.tga
0x0078493c	/../data/image/icon_mover/shageki.tga
0x00784964	/../data/image/icon_nfocus/shageki.tga
0x0078498c	/../data/image/icon_down/shageki.tga
0x007849b4	/../data/image/icon_normal/shageki.tga
0x007849dc	/../data/image/icon_mover/kougeki.tga
0x00784a04	/../data/image/icon_nfocus/kougeki.tga
0x00784a2c	/../data/image/icon_down/kougeki.tga
0x00784a54	/../data/image/icon_normal/kougeki.tga
0x00784a7c	/../data/image/icon_mover/senkai.tga
0x00784aa4	/../data/image/icon_nfocus/senkai.tga
0x00784acc	/../data/image/icon_down/senkai.tga
0x00784af0	/../data/image/icon_normal/senkai.tga
0x00784b18	/../data/image/icon_mover/idou.tga
0x00784b3c	/../data/image/icon_nfocus/idou.tga
0x00784b60	/../data/image/icon_down/idou.tga
0x00784b84	/../data/image/icon_normal/idou.tga
0x00784ba8	/../data/image/icon_mover/yousai.tga
0x00784bd0	/../data/image/icon_down/yousai.tga
0x00784bf4	/../data/image/icon_normal/yousai.tga
0x00784c1c	/../data/image/icon_mover/senjutsu.tga
0x00784c44	/../data/image/icon_down/senjutsu.tga
0x00784c6c	/../data/image/icon_normal/senjutsu.tga
0x00784c94	/../data/image/icon_mover/shokumu.tga
0x00784cbc	/../data/image/icon_down/shokumu.tga
0x00784ce4	/../data/image/icon_normal/shokumu.tga
0x00784d0c	/../data/image/icon_mover/kojin.tga
0x00784d30	/../data/image/icon_down/kojin.tga
0x00784d54	/../data/image/icon_normal/kojin.tga
0x00784d84	SENSOR
0x00784da0	ENGINE
0x00784db8	BEAM
0x00784dc8	/../data/image/soukan/soukan_window_old.tga
0x00784df4	/../data/image/soukan/soukan_Parts.tga
0x00784e1c	/../data/image/soukan/soukan_window.tga
0x00784e84	%s\n%s
0x00785110	\n       
0x00785452	-------------------\n
0x007854fe	-------------------\n
0x0078555a	-------------------\n
0x007855b6	-------------------\n
0x00785612	-------------------\n
0x007856a0	click Base ID=
0x007856b0	click Unit ID=
0x007856c0	TACTICS SEQUENCE NUM=
0x007856d8	TACTICS SEQUENCE SEQUENCE Waiting.............
0x00785770	/../data/image/Face/OFM0003A.tga
0x007857f8	[F9]  FullScreen ON,OFF
0x00785828	[TAB] Chat Focus ON,OFF
0x00785858	[P]   KwsPrint ON,OFF
0x007858b0	ON OFF
0x00785b14	/../data/image/rader/bar.tga
0x00785b3c	/../data/image/icon_normal/com_bar.tga
0x00785b70	/../data/image/soukan/soukan_bar.tga
0x00786358	/../data/image/icon/system_icon_parts.tga
0x00786384	SHEET_CHILDWND_MAXSIZE over!!
0x007863a4	/../data/image/window/resize_window_parts.tga
0x007863d4	/../data/image/chat/chat_parts.tga
0x007863f8	/../data/image/window/beta_window.tga
0x007864b4	CHAT_TEXTBUF_MAXSIZE over!!!
0x00786574	/../data/image/Face/%d%d%d.tga
0x00786594	/../data/image/window/menu_parts.tga
0x007865bc	B0D0F0\n
0x007865c8	B0D0F0
0x007865ec	B0D0F0\n
0x00786610	InputFromCommandLine
0x00786628	CHANGESERVER__SS2LG
